ISP,State-Physical,Street Address-Line 1,Street Address-Line 2,School Level-Original,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District ID,District Name,School Name,School Type-Original,School ID,County,City,Zip Code,CEP (Y/N),Claim Date,Operating Days,Breakfast Delivery Model from State Agency Tracking-Original,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,5485,288.684210526,5653,297.526315789,KS@8305@D0500,200795001406,SY18-19,,334,0.897849462,,Public,,,,,,,D0500,Kansas City,Quindaro Elementary School,Public School,8305,Wyandotte,Kansas City,66104-3936,N,9/1/2018,19,NULL,372,334,0,5485,0,622,5653,0,641
,,,,,,,,,10,2018,,,,,22,22,,,,,,,,KS,278,12.636363636,0,0,KS@4334@X0710,,SY18-19,,13,0.178082192,,Nonpublic,,,,,,,X0710,St Joseph Elementary,St. Joseph Elementary School,Private School,4334,Barton,Ellinwood,67526,N,10/1/2018,22,NULL,73,9,4,191,87,1251,0,0,0
,,,,,,,,,11,2018,,,,,19,19,,,,,,,,KS,3455,181.842105263,2333,122.789473684,KS@7332@D0465,201305001214,SY18-19,,266,0.4,,Public,,,,Other,,,D0465,Winfield,Winfield High School,Public School,7332,Cowley,Winfield,67156-3691,N,11/1/2018,19,"Traditional Class, Second Chance,",665,207,59,2730,725,2981,1943,390,1141
,,,,,,,,,10,2018,,,,,19,19,,,,,,,,KS,121,6.368421053,0,0,KS@6304@X0711,,SY18-19,,10,0.049261084,,Nonpublic,,,,,,,X0711,Holy Family School,Holy Family School,Private School,6304,Barton,Great Bend,67530,N,10/1/2018,19,NULL,203,4,6,20,101,2588,0,0,0
,,,,,,,,,5,2019,,,,,13,13,,,,,,,,KS,936,72,551,42.384615385,KS@240@D0205,200855000038,SY18-19,,113,0.493449782,,Public,,,,Cafeteria,,,D0205,Bluestem,Bluestem Jr/Sr High School,Public School,240,Butler,Leon,67074,N,5/1/2019,13,Traditional,229,96,17,833,103,446,518,33,92
,,,,,,,,,8,2018,,,,,12,12,,,,,,,,KS,1779,148.25,583,48.583333333,KS@6040@D0418,200939000999,SY18-19,,288,0.359102244,,Public,,,,Second Chance,,,D0418,McPherson,McPherson High School,Public School,6040,McPherson,McPherson,67460-3613,N,8/1/2018,12,"Traditional Second Chance,",802,198,90,1311,468,1661,480,103,128
,,,,,,,,,1,2019,,,,,18,18,,,,,,,,KS,1488,82.666666667,995,55.277777778,KS@2738@D0294,201008000475,SY18-19,,99,0.505102041,,Public,,,,Cafeteria,,,D0294,Oberlin,Oberlin Elementary School,Public School,2738,Decatur,Oberlin,67749-1853,N,1/1/2019,18,Traditional,196,74,25,1110,378,1271,787,208,457
,,,,,,,,,4,2019,,,,,20,20,,,,,,,,KS,842,42.1,230,11.5,KS@3238@D0312,200696000561,SY18-19,,49,0.604938272,,Public,,,,Cafeteria,,,D0312,Haven,Yoder Elementary School,Public School,3238,Reno,Yoder,67585-0078,N,4/1/2019,20,Traditional,81,33,16,592,250,372,186,44,1
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,2143,119.055555556,1107,61.5,KS@1060@D0239,200957000161,SY18-19,,138,0.418181818,,Public,,,,Cafeteria,,,D0239,North Ottawa County,Minneapolis Elem,Public School,1060,Ottawa,Minneapolis,67467-0048,N,11/1/2018,18,Traditional,330,95,43,1451,692,2622,863,244,402
,,,,,,,,,12,2018,,,,,12,12,,,,,,,,KS,3848,320.666666667,1787,148.916666667,KS@1688@D0259,201299000281,SY18-19,,354,0.961956522,,Public,,,,Cafeteria,,,D0259,Wichita,Harry Street Elementary School,Public School,1688,Sedgwick,Wichita,67211-4108,N,12/1/2018,12,Traditional,368,336,18,3660,188,110,1744,43,48
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,1324,73.555555556,702,39,KS@516@D0218,200579000080,SY18-19,,90,0.548780488,,Public,,,,Cafeteria,,,D0218,Elkhart,Elkhart Elementary School,Public School,516,Morton,Elkhart,67950,N,11/1/2018,18,Traditional,164,74,16,1082,242,954,637,65,318
,,,,,,,,,10,2018,,,,,19,19,,,,,,,,KS,2434,128.105263158,1132,59.578947368,KS@4834@D0374,201209000800,SY18-19,,169,0.704166667,,Public,,,,Cafeteria,,,D0374,Sublette,Sublette Elementary School,Public School,4834,Haskell,Sublette,67877,N,10/1/2018,19,Traditional,240,130,39,1855,579,872,1012,120,199
,,,,,,,,,1,2019,,,,,18,18,,,,,,,,KS,3360,186.666666667,1258,69.888888889,KS@1934@D0260,200546000357,SY18-19,,247,0.494989980,,Public,,,,Cafeteria,,,D0260,Derby,Swaney Elementary School,Public School,1934,Sedgwick,Derby,67037-1398,N,1/1/2019,18,Traditional,499,179,68,2378,982,2208,1007,251,288
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,1181,78.733333333,212,14.133333333,KS@1945@D0260,200546001721,SY18-19,,99,0.255813953,,Public,,,,Cafeteria,,,D0260,Derby,Parkhill Elementary,Public School,1945,Sedgwick,Derby,67037,N,3/1/2019,15,Traditional,387,70,29,800,381,2469,147,65,195
,,,,,,,,,8,2018,,,,,8,8,,,,,,,,KS,2955,369.375,541,67.625,KS@6284@D0428,200666001036,SY18-19,,617,0.600194553,,Public,,,,Cafeteria,,,D0428,Great Bend,Great Bend High School,Public School,6284,Barton,Great Bend,67530-2593,N,8/1/2018,8,Traditional,1028,494,123,2435,520,1718,491,50,39
,,,,,,,,,5,2019,,,,,13,13,,,,,,,,KS,761,58.538461538,0,0,KS@8566@X0818,,SY18-19,,78,0.345132743,,Nonpublic,,,,,,,X0818,St Matthew's,St. Matthew Elementary School,Private School,8566,Shawnee,Topeka,66605,N,5/1/2019,13,NULL,226,42,36,442,319,943,0,0,0
,,,,,,,,,1,2019,,,,,17,17,,,,,,,,KS,464,27.294117647,385,22.647058824,KS@8038@D0492,201122001337,SY18-19,,34,0.447368421,,Public,,,,Cafeteria,,,D0492,Flinthills,Flinthills Primary School,Public School,8038,Butler,Cassoday,66842,N,1/1/2019,17,Traditional,76,28,6,383,81,414,337,48,167
,,,,,,,,,5,2019,,,,,0,0,,,,,,,,KS,0,,0,,KS@20896@D0367,,SY18-19,,0,,,Public,,,,,,,D0367,Osawatomie,Osawatomie Public Library,Public School,20896,Miami,Osawatomie,66064,N,5/1/2019,0,NULL,0,0,0,0,0,0,0,0,0
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,1090,60.555555556,431,23.944444444,KS@272@D0206,200624000044,SY18-19,,83,0.453551913,,Public,,,,Cafeteria,,,D0206,Remington-Whitewater,Remington Elementary School,Public School,272,Butler,Potwin,67123,N,9/1/2018,18,Traditional,183,60,23,802,288,1071,342,89,135
,,,,,,,,,12,2018,,,,,12,12,,,,,,,,KS,1018,84.833333333,725,60.416666667,KS@7246@D0462,200423001198,SY18-19,,101,0.627329193,,Public,,,,Cafeteria,,,D0462,Central,Central Elementary School,Public School,7246,Cowley,Burden,67019,N,12/1/2018,12,Traditional,161,71,30,718,300,524,536,189,173
,,,,,,,,,4,2019,,,,,19,19,,,,,,,,KS,999,52.578947368,585,30.789473684,KS@1888@X0772,,SY18-19,,62,0.508196721,,Nonpublic,,,,Cafeteria,,,X0772,St Joseph Catholic Elementary,St. Joseph Catholic Elementary School,Private School,1888,Sedgwick,Wichita,67213,N,4/1/2019,19,Traditional,122,48,14,751,248,633,437,148,92
,,,,,,,,,12,2018,,,,,12,12,,,,,,,,KS,778,64.833333333,420,35,KS@2559@D0287,201080001888,SY18-19,,76,0.463414634,,Public,,,,Cafeteria,,,D0287,West Franklin,Appanoose Elementary School,Public School,2559,Franklin,Pomona,66076,N,12/1/2018,12,Traditional,164,69,7,713,65,743,412,8,170
,,,,,,,,,12,2018,,,,,14,14,,,,,,,,KS,753,53.785714286,334,23.857142857,KS@5034@D0380,200456000831,SY18-19,,76,0.229607251,,Public,,,,Cafeteria,,,D0380,Vermillion,Centralia High School,Public School,5034,Marshall,Centralia,66415-0367,N,12/1/2018,14,Traditional,331,45,31,434,319,2504,192,142,389
,,,,,,,,,8,2018,,,,,15,15,,,,,,,,KS,43,2.866666667,65,4.333333333,KS@8803@D0512,,SY18-19,,47,0.886792453,,Public,,,,Cafeteria,,,D0512,Shawnee Mission,Center for Academic Achievement,Public School,8803,Johnson,Overland Park,66204-1758,N,8/1/2018,15,Traditional,53,45,2,39,4,52,44,21,36
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,823,43.315789474,178,9.368421053,KS@3542@D0325,201065000606,SY18-19,,54,0.3,,Public,,,,Cafeteria,,,D0325,Phillipsburg,Phillipsburg High School,Public School,3542,Phillips,Phillipsburg,67661,N,9/1/2018,19,Traditional,180,35,19,537,286,1648,138,40,113
,,,,,,,,,2,2019,,,,,16,16,,,,,,,,KS,532,33.25,226,14.125,KS@5486@D0399,200985000904,SY18-19,,44,0.619718310,,Public,,,,,,,D0399,Paradise,Natoma Elem,Public School,5486,Russell,Natoma,67651-0010,N,2/1/2019,16,NULL,71,32,12,368,164,151,178,48,50
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,863,47.944444444,645,35.833333333,KS@3686@D0330,200606000626,SY18-19,,59,0.258771930,,Public,,,,Second Chance,,,D0330,Mission Valley,Mission Valley High School,Public School,3686,Wabaunsee,Eskridge,66423,N,9/1/2018,18,"Traditional Second Chance,",228,45,14,661,202,1421,510,135,913
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,228,15.2,67,4.466666667,KS@842@D0232,200549001724,SY18-19,,22,0.049327354,,Public,,,,Cafeteria,,,D0232,DeSoto,Mize Elementary School,Public School,842,Johnson,Shawnee,66227,N,3/1/2019,15,Traditional,446,13,9,130,98,4441,22,45,337
,,,,,,,,,5,2019,,,,,12,12,,,,,,,,KS,519,43.25,144,12,KS@5390@D0395,200822000890,SY18-19,,61,0.458646617,,Public,,,,Cafeteria,,,D0395,LaCrosse,LaCrosse High School,Public School,5390,Rush,La Crosse,67548-0810,N,5/1/2019,12,Traditional,133,54,7,467,52,541,108,36,29
,,,,,,,,,10,2018,,,,,15,15,,,,,,,,KS,83,5.533333333,230,15.333333333,KS@9547@X0928,,SY18-19,,8,1,,Other,,,,Cafeteria,,,X0928,"The Villages, Inc.",Raymond Cert Cottage,Private Residential Child Care Institution,9547,Shawnee,Lawrence,66047,N,10/1/2018,15,Traditional,8,8,0,83,0,0,230,0,0
,,,,,,,,,4,2019,,,,,21,21,,,,,,,,KS,3745,178.333333333,1776,84.571428571,KS@6830@D0446,200765001121,SY18-19,,299,0.550644567,,Public,,,,Cafeteria,,,D0446,Independence,Independence High School,Public School,6830,Montgomery,Independence,67301-2299,N,4/1/2019,21,Traditional,543,220,79,2832,913,1500,1488,288,206
,,,,,,,,,5,2019,,,,,16,16,,,,,,,,KS,1038,64.875,425,26.5625,KS@3722@D0331,,SY18-19,,104,0.4,,Public,,,,Cafeteria,,,D0331,Kingman,Norwich Elementary School,Public School,3722,Kingman,Norwich,67118,N,5/1/2019,16,Traditional,260,70,34,691,347,1465,299,126,160
,,,,,,,,,3,2019,,,,,14,14,,,,,,,,KS,1132,80.857142857,246,17.571428571,KS@8824@D0512,201164001893,SY18-19,,106,0.191335740,,Public,,,,Cafeteria,,,D0512,Shawnee Mission,Oak Park Carpenter Elementary,Public School,8824,Johnson,Shawnee Mission,66214,N,3/1/2019,14,Traditional,554,76,30,803,329,3033,206,40,195
,,,,,,,,,3,2019,,,,,16,16,,,,,,,,KS,1381,86.3125,935,58.4375,KS@4974@D0379,200489000823,SY18-19,,113,0.413919414,,Public,,,,Second Chance,,,D0379,Clay Center,Clay Center Community Middle,Public School,4974,Clay,Clay Center,67432-1849,N,3/1/2019,16,"Traditional Second Chance,",273,88,25,1097,284,1034,736,199,440
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,794,52.933333333,133,8.866666667,KS@5186@D0385,200336001567,SY18-19,,102,0.133682831,,Public,,,,Second Chance,,,D0385,Andover,Andover Central High School,Public School,5186,Butler,Andover,67002,N,3/1/2019,15,"Traditional Second Chance,",763,66,36,559,235,1854,113,20,44
,,,,,,,,,5,2019,,,,,12,12,,,,,,,,KS,2248,187.333333333,1495,124.583333333,KS@7442@D0470,200345001233,SY18-19,,224,0.808664260,,Public,,,,Cafeteria,,,D0470,Arkansas City,Frances Willard Elementary School,Public School,7442,Cowley,Arkansas City,67005-2599,N,5/1/2019,12,Traditional,277,207,17,2104,144,335,1433,62,134
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,3388,178.315789474,1937,101.947368421,KS@8484@D0501,201226001456,SY18-19,,255,0.604265403,,Public,,,,Cafeteria,,,D0501,Topeka Public Schools,McEachron Elementary School,Public School,8484,Shawnee,Topeka,66614-3199,N,9/1/2018,19,Traditional,422,215,40,2983,405,1268,1736,201,525
,,,,,,,,,5,2019,,,,,16,16,,,,,,,,KS,3914,244.625,2220,138.75,KS@862@D0233,201014000136,SY18-19,,305,0.456586826,,Public,,,,Other,,,D0233,Olathe,Oregon Trail Middle School,Public School,862,Johnson,Olathe,66061-5100,N,5/1/2019,16,"Traditional Kiosk, Second Chance,",668,248,57,3236,678,3107,1833,387,699
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,4310,239.444444444,1319,73.277777778,KS@8215@D0497,200840001376,SY18-19,,318,0.526490066,,Public,,,,Cafeteria,,,D0497,Lawrence,South Middle School,Public School,8215,Douglas,Lawrence,66046-4699,N,11/1/2018,18,Traditional,604,266,52,3658,652,2362,1065,254,249
,,,,,,,,,8,2018,,,,,12,12,,,,,,,,KS,379,31.583333333,225,18.75,KS@1140@D0243,201281000176,SY18-19,,34,0.361702128,,Public,,,,Cafeteria,,,D0243,Lebo-Waverly,Waverly High School,Public School,1140,Coffey,Waverly,66871-0008,N,8/1/2018,12,Traditional,94,25,9,286,93,667,160,65,200
,,,,,,,,,10,2018,,,,,18,18,,,,,,,,KS,1685,93.611111111,1215,67.5,KS@238@D0205,200855000037,SY18-19,,144,0.5,,Public,,,,Cafeteria,,,D0205,Bluestem,BlueStem-Leon Elem,Public School,238,Butler,Leon,67074,N,10/1/2018,18,Traditional,288,125,19,1527,158,963,1117,98,287
,,,,,,,,,1,2019,,,,,16,16,,,,,,,,KS,2008,125.5,983,61.4375,KS@927@D0231,200642002070,SY18-19,,158,0.370023419,,Public,,,,Cafeteria,,,D0231,Gardner Edgerton,Grand Star Elementary,Public School,927,Johnson,Gardner,66030,N,1/1/2019,16,Traditional,427,110,48,1351,657,2535,742,241,254
,,,,,,,,,3,2019,,,,,14,14,,,,,,,,KS,550,39.285714286,401,28.642857143,KS@3318@D0316,201104000576,SY18-19,,43,0.671875,,Public,,,,Cafeteria,,,D0316,Golden Plains,Golden Plains Elementary School,Public School,3318,Sheridan,Selden,67757-0199,N,3/1/2019,14,Traditional,64,36,7,468,82,229,375,26,130
,,,,,,,,,3,2019,,,,,16,16,,,,,,,,KS,1363,85.1875,603,37.6875,KS@4505@D0362,200825000755,SY18-19,,130,0.433333333,,Public,,,,Cafeteria,,,D0362,Prairie View,Prairie View High,Public School,4505,Linn,LaCygne,66040,N,3/1/2019,16,Traditional,300,91,39,957,406,965,491,112,181
,,,,,,,,,12,2018,,,,,14,14,,,,,,,,KS,1696,121.142857143,502,35.857142857,KS@5562@D0402,200363000919,SY18-19,,200,0.303490137,,Public,,,,Cafeteria,,,D0402,Augusta,Augusta High School,Public School,5562,Butler,Augusta,67010-2198,N,12/1/2018,14,Traditional,659,153,47,1310,386,1744,395,107,179
,,,,,,,,,1,2019,,,,,18,18,,,,,,,,KS,753,41.833333333,0,0,KS@2068@D0267,201108000389,SY18-19,,56,0.157746479,,Public,,,,,,,D0267,Renwick,Garden Plain Elementary School,Public School,2068,Sedgwick,Garden Plain,67050,N,1/1/2019,18,NULL,355,37,19,526,227,3628,0,0,0
,,,,,,,,,2,2019,,,,,14,14,,,,,,,,KS,1666,119,780,55.714285714,KS@4690@D0368,201050001627,SY18-19,,140,0.355329949,,Public,,,,Cafeteria,,,D0368,Paola,Sunflower Elementary School,Public School,4690,Miami,Paola,66071,N,2/1/2019,14,Traditional,394,100,40,1215,451,2099,587,193,414
,,,,,,,,,12,2018,,,,,14,14,,,,,,,,KS,5668,404.857142857,5530,395,KS@8315@D0500,200795001413,SY18-19,,445,0.897177419,,Public,,,,,,,D0500,Kansas City,Frances Willard Elementary School,Public School,8315,Wyandotte,Kansas City,66102-4574,N,12/1/2018,14,NULL,496,445,0,5668,0,643,5530,0,628
,,,,,,,,,1,2019,,,,,18,18,,,,,,,,KS,406,22.555555556,0,0,KS@6796@X0805,,SY18-19,,24,0.406779661,,Nonpublic,,,,,,,X0805,Holy Name School,Holy Name Elementary School,Private School,6796,Montgomery,Coffeyville,67337,N,1/1/2019,18,NULL,59,17,7,288,118,291,0,0,0
,,,,,,,,,1,2019,,,,,18,18,,,,,,,,KS,1592,88.444444444,769,42.722222222,KS@1350@D0251,200321000210,SY18-19,,102,0.426778243,,Public,,,,Cafeteria,,,D0251,North Lyon County,NLC Elementary School,Public School,1350,Lyon,Americus,66835-0497,N,1/1/2019,18,Traditional,239,72,30,1121,471,1408,547,222,499
,,,,,,,,,5,2019,,,,,15,15,,,,,,,,KS,685,45.666666667,119,7.933333333,KS@5186@D0385,200336001567,SY18-19,,102,0.133682831,,Public,,,,Second Chance,,,D0385,Andover,Andover Central High School,Public School,5186,Butler,Andover,67002,N,5/1/2019,15,"Traditional Second Chance,",763,70,32,503,182,1670,101,18,52
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,2059,114.388888889,1346,74.777777778,KS@2412@D0281,200726000429,SY18-19,,149,0.596,,Public,,,,Cafeteria,,,D0281,Hill City,Hill City Elem,Public School,2412,Graham,Hill City,67642,N,11/1/2018,18,Traditional,250,106,43,1428,631,1329,1027,319,324
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,1391,77.277777778,146,8.111111111,KS@767@D0229,201200001671,SY18-19,,104,0.176570458,,Public,,,,Cafeteria,,,D0229,Blue Valley,Oxford Middle School,Public School,767,Johnson,Overland Park,66213-1804,N,9/1/2018,18,Traditional,589,58,46,818,573,4326,73,73,79
,,,,,,,,,5,2019,,,,,16,16,,,,,,,,KS,5440,340,2115,132.1875,KS@7033@D0453,200843002030,SY18-19,,438,0.623044097,,Public,,,,Cafeteria,,,D0453,Leavenworth,Richard W. Warren Middle School,Public School,7033,Leavenworth,Leavenworth,66048,N,5/1/2019,16,Traditional,703,351,87,4385,1055,2223,1743,372,368
,,,,,,,,,11,2018,,,,,15,15,,,,,,,,KS,417,27.8,338,22.533333333,KS@7402@D0468,200708001225,SY18-19,,43,0.781818182,,Public,,,,Cafeteria,,,D0468,Healy Public Schools,Healy Elementary School,Public School,7402,Lane,Healy,67850,N,11/1/2018,15,Traditional,55,40,3,385,32,123,320,18,39
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,1758,97.666666667,715,39.722222222,KS@2840@D0298,200879000486,SY18-19,,110,0.594594595,,Public,,,,Cafeteria,,,D0298,Lincoln,Lincoln Elem,Public School,2840,Lincoln,Lincoln,67455,N,9/1/2018,18,Traditional,185,68,42,1117,641,1042,560,155,90
,,,,,,,,,2,2019,,,,,12,12,,,,,,,,KS,317,26.416666667,49,4.083333333,KS@756@D0229,201200001473,SY18-19,,36,0.058252427,,Public,,,,Cafeteria,,,D0229,Blue Valley,Lakewood Elementary School,Public School,756,Johnson,Overland Park,66223-9998,N,2/1/2019,12,Traditional,618,25,11,208,109,2455,29,20,113
,,,,,,,,,11,2018,,,,,17,17,,,,,,,,KS,1812,106.588235294,961,56.529411765,KS@3991@D0341,201032001887,SY18-19,,137,0.528957529,,Public,,,,Cafeteria,,,D0341,Oskaloosa,Oskaloosa Junior Senior High School,Public School,3991,Jefferson,Oskaloosa,66066,N,11/1/2018,17,Traditional,259,113,24,1473,339,1304,779,182,372
,,,,,,,,,4,2019,,,,,22,22,,,,,,,,KS,2788,126.727272727,1367,62.136363636,KS@927@D0231,200642002070,SY18-19,,160,0.369515012,,Public,,,,Cafeteria,,,D0231,Gardner Edgerton,Grand Star Elementary,Public School,927,Johnson,Gardner,66030,N,4/1/2019,22,Traditional,433,112,48,1937,851,3510,1079,288,270
,,,,,,,,,10,2018,,,,,20,20,,,,,,,,KS,260,13,0,0,KS@2662@X0727,,SY18-19,,14,0.212121212,,Nonpublic,,,,,,,X0727,Sacred Heart,Sacred Heart Elementary School,Private School,2662,Franklin,Ottawa,66067,N,10/1/2018,20,NULL,66,10,4,192,68,633,0,0,0
,,,,,,,,,1,2019,,,,,15,15,,,,,,,,KS,424,28.266666667,287,19.133333333,KS@7624@D0475,200789001268,SY18-19,,35,0.416666667,,Public,,,,Cafeteria,,,D0475,Geary County Schools,Milford Elementary School,Public School,7624,Geary,Milford,66514,N,1/1/2019,15,Traditional,84,25,10,328,96,263,207,80,84
,,,,,,,,,1,2019,,,,,16,16,,,,,,,,KS,1012,63.25,718,44.875,KS@684@D0225,200621000103,SY18-19,,90,0.520231214,,Public,,,,Cafeteria,,,D0225,Fowler,Fowler Elementary School,Public School,684,Meade,Fowler,67844-0170,N,1/1/2019,16,Traditional,173,77,13,834,178,612,581,137,245
,,,,,,,,,8,2018,,,,,14,14,,,,,,,,KS,330,23.571428571,261,18.642857143,KS@5760@D0409,,SY18-19,,34,0.829268293,,Public,,,,Second Chance,,,D0409,Atchison,Alternative School,Public School,5760,Atchison,Atchison,66002-2316,N,8/1/2018,14,"Traditional Second Chance,",41,33,1,317,13,24,250,11,5
,,,,,,,,,5,2019,,,,,17,17,,,,,,,,KS,2852,167.764705882,1198,70.470588235,KS@1986@D0262,201251000370,SY18-19,,304,0.345847554,,Public,,,,Second Chance,,,D0262,Valley Center,Valley Center High School,Public School,1986,Sedgwick,Valley Center,67147,N,5/1/2019,17,"Traditional Second Chance,",879,220,84,2056,796,3958,924,274,565
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,2483,130.684210526,1732,91.157894737,KS@3916@D0337,200932000658,SY18-19,,156,0.495238095,,Public,,,,Cafeteria,,,D0337,Royal Valley,Royal Valley Elementary,Public School,3916,Jackson,Hoyt,66440-0068,N,9/1/2018,19,Traditional,315,138,18,2181,302,1403,1555,177,481
,,,,,,,,,9,2018,,,,,14,14,,,,,,,,KS,334,23.857142857,173,12.357142857,KS@170@D0202,,SY18-19,,40,0.714285714,,Public,,,,Cafeteria,,,D0202,Turner,Journey High School,Public School,170,Wyandotte,Kansas City,66106,N,9/1/2018,14,Traditional,56,35,5,302,32,79,160,13,11
,,,,,,,,,9,2018,,,,,15,15,,,,,,,,KS,68,4.533333333,159,10.6,KS@9712@X0214,,SY18-19,,15,1,,Other,,,,Cafeteria,,,X0214,"The Shelter, Inc",Winter House,Private Residential Child Care Institution,9712,Douglas,Lawrence,66044,N,9/1/2018,15,Traditional,15,15,0,68,0,0,159,0,0
,,,,,,,,,4,2019,,,,,19,19,,,,,,,,KS,2034,107.052631579,427,22.473684211,KS@5854@D0412,200753000966,SY18-19,,131,0.334183673,,Public,,,,Cafeteria,,,D0412,Hoxie Community Schools,Hoxie Jr/Sr High School,Public School,5854,Sheridan,Hoxie,67740-0989,N,4/1/2019,19,Traditional,392,74,57,1127,907,3836,251,176,16
,,,,,,,,,10,2018,,,,,31,31,,,,,,,,KS,289,9.322580645,529,17.064516129,KS@1611@X0939,,SY18-19,,19,1,,Other,,,,Cafeteria,,,X0939,Sedgwick Co. Dept. of Corrections,Juvenile Residential Facility,Private Residential Child Care Institution,1611,Sedgwick,Wichita,67211,N,10/1/2018,31,Traditional,19,19,0,289,0,0,529,0,0
,,,,,,,,,8,2018,,,,,13,13,,,,,,,,KS,1704,131.076923077,617,47.461538462,KS@6938@D0450,201218001133,SY18-19,,173,0.338551859,,Public,,,,Cafeteria,,,D0450,Shawnee Heights,Berryton Elementary School,Public School,6938,Shawnee,Berryton,66409-9709,N,8/1/2018,13,Traditional,511,123,50,1230,474,2396,441,176,251
,,,,,,,,,10,2018,,,,,22,22,,,,,,,,KS,1791,81.409090909,424,19.272727273,KS@4864@D0376,201203000808,SY18-19,,108,0.381625442,,Public,,,,Cafeteria,,,D0376,Sterling,Sterling Grade School,Public School,4864,Rice,Sterling,67579,N,10/1/2018,22,Traditional,283,72,36,1189,602,2820,295,129,116
,,,,,,,,,3,2019,,,,,14,14,,,,,,,,KS,1502,107.285714286,500,35.714285714,KS@4700@D0368,201050000779,SY18-19,,172,0.279674797,,Public,,,,Cafeteria,,,D0368,Paola,Paola High School,Public School,4700,Miami,Paola,66071,N,3/1/2019,14,Traditional,615,140,32,1244,258,2586,443,57,201
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,3182,176.777777778,1586,88.111111111,KS@4545@D0364,200001601674,SY18-19,,201,0.591176471,,Public,,,,Cafeteria,,,D0364,Marysville,Marysville Elementary School,Public School,4545,Marshall,Marysville,66508-1911,N,9/1/2018,18,Traditional,340,144,57,2345,837,1935,1248,338,86
,,,,,,,,,4,2019,,,,,19,19,,,,,,,,KS,2780,146.315789474,1417,74.578947368,KS@3261@D0313,200420002075,SY18-19,,161,0.344017094,,Public,,,,Cafeteria,,,D0313,Buhler,Plum Creek Elementary School,Public School,3261,Reno,Hutchinson,67502,N,4/1/2019,19,Traditional,468,109,52,1906,874,4060,1151,266,464
,,,,,,,,,5,2019,,,,,17,17,,,,,,,,KS,257,15.117647059,26,1.529411765,KS@783@D0229,201200001684,SY18-19,,23,0.061827957,,Public,,,,Cafeteria,,,D0229,Blue Valley,Cottonwood Elementary School,Public School,783,Johnson,Overland Park,66213-3459,N,5/1/2019,17,Traditional,372,11,12,130,127,3247,14,12,114
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,3178,167.263157895,1473,77.526315789,KS@6876@D0447,200474001125,SY18-19,,211,0.627976190,,Public,,,,Second Chance,,,D0447,Cherryvale,Cherryvale Middle and High School,Public School,6876,Montgomery,Cherryvale,67335,N,9/1/2018,19,"Traditional Second Chance,",336,168,43,2632,546,1092,1293,180,167
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,421,28.066666667,202,13.466666667,KS@290@D0207,200633000048,SY18-19,,42,0.090909091,,Public,,,,Cafeteria,,,D0207,Ft. Leavenworth Schools,MacArthur Elementary School,Public School,290,Leavenworth,Fort Leavenworth,66027-4505,N,3/1/2019,15,Traditional,462,15,27,163,258,3036,124,78,483
