IRN,ORGANIZATION NAME,SCHOOL TYPE,ORGANIZATION TYPE,DESIGNATED COUNTY,ORG MAILING ADDRESS,PARENT IRN
30130,Plain City Elementary School,Elementary School,Public School,Madison,"580 S Chillicothe St, Plain City, Ohio, 43064",48264
30148,New Albany Primary School,Elementary School,Public School,Franklin,"87 N High St, New Albany, Ohio, 43054",46995
30155,New Albany High School,High School,Public School,Franklin,"7600 Fodor Rd, New Albany, Ohio, 43054",46995
30205,Pleasant Elementary School,Elementary School,Public School,Marion,"1105 Owens Rd W, Marion, Ohio, 43302",48421
30213,Pleasant Middle School,Middle School,Public School,Marion,"3507 Smeltzer Rd, Marion, Ohio, 43302",48421
30221,Pleasant Elementary School,Elementary School,Public School,Huron,"16 S Pleasant St, Norwalk, Ohio, 44857",44560
30270,Charles L Seipelt Elementary School,Elementary School,Public School,Clermont,"900 State Route 131, Milford, Ohio, 45150",45500
30288,Pleasant Hill Elementary School,Elementary School,Public School,Hamilton,"1350 W North Bend Rd, Cincinnati, Ohio, 45224",43752
30304,Pleasant High School,High School,Public School,Marion,"1101 Owens Rd W, Marion, Ohio, 43302",48421
30312,Pleasant Ridge Montessori School,Elementary School,Public School,Hamilton,"5945 Montgomery Rd, Cincinnati, Ohio, 45213",43752
30320,Pleasant Run Elementary School,Elementary School,Public School,Hamilton,"11765 Hamilton Ave, Cincinnati, Ohio, 45231",47365
30353,Pleasant Valley Elementary School,Elementary School,Public School,Cuyahoga,"9906 W Pleasant Valley Rd, Parma, Ohio, 44130",44636
30395,Pleasantville Elementary School,Elementary School,Public School,Fairfield,"300 W. Columbus Street, Pleasantville, Ohio, 43148",46870
30429,Plymouth High School,High School,Public School,Richland,"400 Trux St, Plymouth, Ohio, 44865",49460
30437,Madison Elementary School,Elementary School,Public School,Butler,"5795 W Alexandria Rd, Middletown, Ohio, 45042",46128
30445,Poland Middle School,Middle School,Public School,Mahoning,"47 College St, Poland, Ohio, 44514",48348
30452,Poland Seminary High School,High School,Public School,Mahoning,"3199 Dobbins Rd, Poland, Ohio, 44514",48348
30494,Mary L Evans Early Childhood Center,Elementary School,Public School,Stark,"301 Portage St NW, North Canton, Ohio, 44720",44503
30528,Barberton Elementary School East,Elementary School,Public School,Summit,"292 Robinson Ave, Barberton, Ohio, 44203",43539
30536,Portage Path Community Learning Center,Elementary School,Public School,Summit,"55 S Portage Path, Akron, Ohio, 44303",43489
30569,Portsmouth Junior High School/Portsmouth High School,High School,Public School,Scioto,"1225 Gallia St, Portsmouth, Ohio, 45662",44669
30585,Portsmouth West High School,High School,Public School,Scioto,"15332 Us Highway 52, West Portsmouth, Ohio, 45663",49650
30593,Possum Elementary School,Elementary School,Public School,Clark,"2589 S Yellow Springs Rd, Springfield, Ohio, 45506",46284
30635,Powers Elementary School,Elementary School,Public School,Lorain,"401 Washington St, Amherst, Ohio, 44001",45195
30643,Powhatan Elementary School,Elementary School,Public School,Belmont,"54685 Mount Victory Rd, Powhatan Point, Ohio, 43942",48652
30676,Prairie Lincoln Elementary School,Elementary School,Public School,Franklin,"4900 Amesbury Way, Columbus, Ohio, 43228",44800
30684,Prairie Norton Elementary School,Elementary School,Public School,Franklin,"105 Norton Rd, Columbus, Ohio, 43228",44800
30692,Prass Elementary School,Elementary School,Public School,Montgomery,"2601 Parklawn Dr, Kettering, Ohio, 45440",44180
30700,Preston Elementary School,Elementary School,Public School,Summit,"800 Tallmadge Rd, Cuyahoga Falls, Ohio, 44221",43836
30742,Princeton Community Middle School,Middle School,Public School,Hamilton,"200 Viking Way, Cincinnati, Ohio, 45246",44677
30759,Princeton High School,High School,Public School,Hamilton,"100 Viking Way, Cincinnati, Ohio, 45246",44677
30775,Prospect Elementary School,Elementary School,Public School,Richland,"485 Gilbert Ave, Mansfield, Ohio, 44907",44297
30783,Prospect Elementary School,Elementary School,Public School,Lorain,"1410 Prospect St, Elyria, Ohio, 44035",43943
30809,Prospect Elementary School,Elementary School,Public School,Lorain,"36 S Prospect St, Oberlin, Ohio, 44074",44594
30825,Elgin Elementary School,Elementary School,Public School,Marion,"1250 Keener Rd S, Marion, Ohio, 43302",48413
30833,Port Clinton Middle School,Middle School,Public School,Ottawa,"807 Jefferson St, Port Clinton, Ohio, 43452",44651
30841,Port Clinton High School,High School,Public School,Ottawa,"821 Jefferson St, Port Clinton, Ohio, 43452",44651
30866,Port Washington Elementary School,Elementary School,Public School,Tuscarawas,"304 E Arch St, Port Washington, Ohio, 43837",50286
30890,Put-In-Bay Elementary School,Elementary School,Public School,Ottawa,"548 Catawba Ave, Put-In-Bay, Ohio, 43456",48975
30908,Put-In-Bay High School,High School,Public School,Ottawa,"548 Catawba Ave, Put-In-Bay, Ohio, 43456",48975
30916,Putman Elementary School,Elementary School,Public School,Clinton,"327 E Baldwin St, Blanchester, Ohio, 45107",46383
30924,Putnam Elementary School,Elementary School,Public School,Washington,"598 Masonic Park Rd, Marietta, Ohio, 45750",44321
30932,Pymatuning Valley High School,High School,Public School,Ashtabula,"5571 Rt 6 W, Andover, Ohio, 44003",45880
30973,R C Waters Elementary School,Elementary School,Public School,Ottawa,"220 E Ottawa St, Oak Harbor, Ohio, 43449",48926
31021,Ragersville Elementary School,Elementary School,Public School,Tuscarawas,"2405 Ragersville Rd SW, Sugarcreek, Ohio, 44681",50278
31039,Rainsboro Elementary School,Elementary School,Public School,Highland,"12916 Barrett Mill Rd, Bainbridge, Ohio, 45612",45401
31054,Waterloo Middle School,Middle School,Public School,Portage,"1464 Industry Rd, Atwater, Ohio, 44201",49247
31070,Ransom H Barr Elementary School,Elementary School,Public School,Stark,"2000 47th St NE, Canton, Ohio, 44705",49932
31104,Ravenna High School,High School,Public School,Portage,"6589 N Chestnut St, Ravenna, Ohio, 44266",44685
31120,Cory-Rawson Elementary School,Elementary School,Public School,Hancock,"3930 County Road 26, Rawson, Ohio, 45881",47431
31138,East High School,High School,Public School,Mahoning,"474 Bennington Ave, Youngstown, Ohio, 44505",45161
31153,Raymer Elementary School,Elementary School,Public School,Lucas,"550 Raymer Blvd, Toledo, Ohio, 43605",44909
31179,Raymond Elementary School,Elementary School,Public School,Union,"21511 Main St, Raymond, Ohio, 43067",45476
31187,Reading  Community High School,High School,Public School,Hamilton,"1301 Bonnell St, Reading, Ohio, 45215",44693
31195,J W Reason Elementary School,Elementary School,Public School,Franklin,"4790 Cemetery Rd, Hilliard, Ohio, 43026",47019
31203,South  Elementary School,Elementary School,Public School,Lake,"92 E Main St, Madison, Ohio, 44057",47886
31211,Redwood Elementary School,Elementary School,Public School,Lorain,"32967 Redwood Blvd, Avon Lake, Ohio, 44012",48124
31245,Hubbard Middle School,Middle School,Public School,Trumbull,"250 Hall Ave, Hubbard, Ohio, 44425",45427
31252,Georgetown Elementary School,Elementary School,Public School,Brown,"935 Mt. Orab Pike, Georgetown, Ohio, 45121",45377
31302,Reid Elementary School,Elementary School,Public School,Clark,"3640 E High St, Springfield, Ohio, 45505",46284
31328,Reilly Elementary School,Elementary School,Public School,Columbiana,"491 Reilly Ave, Salem, Ohio, 44460",44735
31369,Intermediate Elementary School,Elementary School,Public School,Crawford,"476 Portland Way N, Galion, Ohio, 44833",44024
31377,Renwood Elementary School,Elementary School,Public School,Cuyahoga,"8020 Deerfield Dr, Parma, Ohio, 44129",44636
31393,Revere High School,High School,Public School,Summit,"3420 Everett Rd, Richfield, Ohio, 44286",50054
31401,Reynolds Elementary School,Elementary School,Public School,Lucas,"5000 Norwich Rd, Toledo, Ohio, 43615",44909
31427,Hannah J Ashton Middle School,Middle School,Public School,Franklin,"1482 Jackson St, Reynoldsburg, Ohio, 43068",47001
31468,Richard Avenue Elementary School,Elementary School,Public School,Franklin,"3646 Richard Ave, Grove City, Ohio, 43123",44800
31476,Richardson Elementary School,Elementary School,Public School,Summit,"2226 23rd St, Cuyahoga Falls, Ohio, 44223",43836
31559,Willard Middle School,Elementary School,Public School,Huron,"One Flashes Avenue, Willard, Ohio, 44890",45096
31575,Richmond Heights Elementary School,Elementary School,Public School,Cuyahoga,"447 Richmond Rd, Richmond Heights, Ohio, 44143",46599
31583,Richmond Heights High School,High School,Public School,Cuyahoga,"447 Richmond Rd, Richmond Heights, Ohio, 44143",46599
31617,Ridge-Brook Elementary School,Elementary School,Public School,Cuyahoga,"7915 Manhattan Ave, Parma, Ohio, 44129",44636
31641,Ridge Middle School,Middle School,Public School,Lake,"7860 Johnnycake Ridge Rd, Mentor, Ohio, 44060",45492
31666,Ridgedale Jr/Sr High School,High School,Public School,Marion,"3165 Hillman Ford Rd, Morral, Ohio, 43337",48439
31674,Ridgemont Elementary School,Elementary School,Public School,Hardin,"560 Taylor St W, Mount Victory, Ohio, 43340",47506
31682,Ridgeview Elementary School,Elementary School,Public School,Ashtabula,"3456 Liberty St, Ashtabula, Ohio, 44004",45856
31690,Archbold Middle School,Middle School,Public School,Fulton,"306 Stryker St, Archbold, Ohio, 43502",47043
31716,Ridgemont High School,High School,Public School,Hardin,"560 Taylor St W, Mount Victory, Ohio, 43340",47506
31724,Ridgewood Elementary School,Elementary School,Public School,Franklin,"4237 Dublin Rd, Hilliard, Ohio, 43026",47019
31732,Ridgewood High School,High School,Public School,Coshocton,"602 Johnson St, West Lafayette, Ohio, 43845",46474
31740,Ridgeview Middle School,Middle School,Public School,Franklin,"4241 Rudy Rd, Columbus, Ohio, 43214",43802
31757,Fostoria Intermediate Elementary School,Elementary School,Public School,Seneca,"1202 H L Ford Dr, Fostoria, Ohio, 44830",43992
31773,Rimer Community Learning Center,Elementary School,Public School,Summit,"2370 Manchester Rd, Akron, Ohio, 44314",43489
31781,Rio Grande Elementary School,Elementary School,Public School,Gallia,"439 Lake Drive, Rio Grande, Ohio, 45674",44032
31815,Ripley-Union-Lewis-Huntington High School,High School,Public School,Brown,"1317 S 2nd St, Ripley, Ohio, 45167",46078
31831,Rittman High School,High School,Public School,Wayne,"50 Saurer St, Rittman, Ohio, 44270",45591
31849,Ritzman Community Learning Center,Elementary School,Public School,Summit,"629 Canton Rd, Akron, Ohio, 44312",43489
31856,River High School,High School,Public School,Monroe,"52560 River High School Rd, Hannibal, Ohio, 43931",48652
31872,River Valley High School,High School,Public School,Marion,"4280 Marion Mount Gilead Rd, Caledonia, Ohio, 43314",48447
31880,River View High School,High School,Public School,Coshocton,"26496 State Route 60, Warsaw, Ohio, 43844",46482
31898,Riverdale High School,High School,Public School,Hancock,"20613 State Route 37, Mt Blanchard, Ohio, 45867",47514
31914,Riverside Elementary School,Elementary School,Public School,Logan,"2096 County Road 24 S, De Graff, Ohio, 43318",48090
31955,Riverside Elementary School,Elementary School,Public School,Lucas,"1111 E Manhattan Blvd, Toledo, Ohio, 43608",44909
31963,Riverside School,Elementary School,Public School,Cuyahoga,"14601 Montrose Ave, Cleveland, Ohio, 44111",43786
31989,Riverside Jr/Sr High School,High School,Public School,Lake,"585 Riverside Dr, Painesville, Ohio, 44077",47894
31997,Riverside High School,High School,Public School,Logan,"2096 County Road 24 S, De Graff, Ohio, 43318",48090
32011,Riverview Elementary School,Elementary School,Public School,Summit,"240 N River Rd, Munroe Falls, Ohio, 44262",44834
32060,Robert H Jamison School,Elementary School,Public School,Cuyahoga,"4092 E 146th St, Cleveland, Ohio, 44128",43786
32078,Stevenson Elementary,Elementary School,Public School,Franklin,"1065 Oxley Rd, Columbus, Ohio, 43212",44073
32086,Roberts Academy:  A Paideia Learning Community,Elementary School,Public School,Hamilton,"1702 Grand Ave, Cincinnati, Ohio, 45214",43752
32102,Robinson Elementary School,Elementary School,Public School,Lucas,"1075 Horace St, Toledo, Ohio, 43606",44909
32110,Robinson Community Learning Center,Elementary School,Public School,Summit,"1156 4th Ave, Akron, Ohio, 44306",43489
32128,Robinson G Jones Elementary School,Elementary School,Public School,Cuyahoga,"4550 W 150th St, Cleveland, Ohio, 44135",43786
32136,Robinwood Lane Elementary School,Elementary School,Public School,Mahoning,"835 Indianola Rd, Youngstown, Ohio, 44512",48306
32144,Rock Creek Elementary School,Elementary School,Public School,Ashtabula,"3134 N Main St, Rock Creek, Ohio, 44084",45872
32177,Rockdale Academy Elementary School,Elementary School,Public School,Hamilton,"335 Rockdale Ave, Cincinnati, Ohio, 45229",43752
32201,Rockway Elementary School,Elementary School,Public School,Clark,"3500 W National Rd, Springfield, Ohio, 45504",46284
32235,Rocky River Middle School,Middle School,Public School,Cuyahoga,"1631 Lakeview Ave, Rocky River, Ohio, 44116",44701
32243,Rocky River High School,High School,Public School,Cuyahoga,"20951 Detroit Rd, Rocky River, Ohio, 44116",44701
32276,Rogers High School,High School,Public School,Lucas,"222 McTigue Dr, Toledo, Ohio, 43615",44909
32359,Roosevelt Elementary School,Elementary School,Public School,Cuyahoga,"14237 Athens Ave, Lakewood, Ohio, 44107",44198
32391,Hubbard  Elementary School,Elementary School,Public School,Trumbull,"150 Hall Ave, Hubbard, Ohio, 44425",45427
32433,East Garfield Elementary School,Elementary School,Public School,Jefferson,"936 N 5th St, Steubenville, Ohio, 43952",44826
32441,Martin Luther King Academy for Boys Elementary School,Elementary School,Public School,Lucas,"1300 Forest Ave, Toledo, Ohio, 43607",44909
32482,Spring Hill Elementary,Elementary School,Public School,Summit,"660 Lessig Ave, Akron, Ohio, 44312",50062
32490,Roosevelt Elementary School,Elementary School,Public School,Trumbull,"410 W 7th St, Mc Donald, Ohio, 44437",50229
32508,Theodore Roosevelt High School,High School,Public School,Portage,"1400 N Mantua St, Kent, Ohio, 44240",44164
32540,Roosevelt Middle School,Middle School,Public School,Clark,"721 E Home Rd, Springfield, Ohio, 45503",44818
32581,Zanesville Middle School,Middle School,Public School,Muskingum,"1429 Blue Ave, Zanesville, Ohio, 43701",45179
32599,Rootstown Elementary School,Elementary School,Public School,Portage,"4140 State Route 44, Rootstown, Ohio, 44272",49213
32607,Rootstown/Ward Davis Bldg High School,High School,Public School,Portage,"4140 State Route 44, Rootstown, Ohio, 44272",49213
32615,Rootstown/Mabel Schnee Bldg Middle School,Middle School,Public School,Portage,"4140 State Route 44, Rootstown, Ohio, 44272",49213
32631,Rose Hill Elementary School,Elementary School,Public School,Franklin,"760 Rosehill Rd, Reynoldsburg, Ohio, 43068",47001
32664,Miller Ridge Elementary School,Elementary School,Public School,Butler,"4704 Miller Road, Middletown, Ohio, 45042",44404
32680,Roselawn Condon Elementary School,Elementary School,Public School,Hamilton,"1594 Summit Rd, Cincinnati, Ohio, 45237",43752
32698,Rosemore Middle School,Middle School,Public School,Franklin,"4800 Langley Ave, Whitehall, Ohio, 43213",45070
32706,Clay Elementary School,Elementary School,Public School,Scioto,"44 Clay High St, Portsmouth, Ohio, 45662",49601
32748,Ross Middle School,Middle School,Public School,Butler,"3425 Hamilton Cleves Rd, Hamilton, Ohio, 45013",46144
32755,Ross High School,High School,Public School,Butler,"3601 Hamilton Cleves Rd, Hamilton, Ohio, 45013",46144
32763,Rossford High School,High School,Public School,Wood,"701 Superior St, Rossford, Ohio, 43460",45609
